,0
0,https://www.vinissimus.com/en/wine/ultreia-saint-jacques/
1,https://www.vinissimus.com/en/wine/blanc-pescador/
2,https://www.vinissimus.com/en/wine/bach-extrisimo-blanco-semi-dulce/
3,https://www.vinissimus.com/en/wine/jose-pariente-verdejo/
4,https://www.vinissimus.com/en/wine/coto-de-imaz-reserva/
5,https://www.vinissimus.com/en/wine/rene-barbier-vina-augusta-semi-dulce/
6,https://www.vinissimus.com/en/cava/rigol-brut-nature/
7,https://www.vinissimus.com/en/cava/codorniu-clasico-semi-sec/
8,https://www.vinissimus.com/en/wine/el-coto-crianza/
9,https://www.vinissimus.com/en/wine/vina-tondonia-reserva/
10,https://www.vinissimus.com/en/wine/vina-ardanza-reserva/
11,https://www.vinissimus.com/en/wine/pago-de-carraovejas/
12,https://www.vinissimus.com/en/wine/enate-rosado/
13,https://www.vinissimus.com/en/wine/k-naia/
14,https://www.vinissimus.com/en/wine/la-montesa/
15,https://www.vinissimus.com/en/cava/freixenet-carta-nevada-semisec/
16,https://www.vinissimus.com/en/wine/domaines-lupier-la-dama/
17,https://www.vinissimus.com/en/wine/cora-de-loxarel/
18,https://www.vinissimus.com/en/cava/vall-dolina-reserva-brut-nature/
19,https://www.vinissimus.com/en/wine/la-rioja-alta-gran-reserva-904/
20,https://www.vinissimus.com/en/wine/cresta-rosa/
21,https://www.vinissimus.com/en/wine/enate-chardonnay-234/
22,https://www.vinissimus.com/en/wine/gran-cerdo/
23,https://www.vinissimus.com/en/wine/domaines-lupier-el-terroir/
24,https://www.vinissimus.com/en/wine/sericis-monastrell/
25,https://www.vinissimus.com/en/wine/lirondo/
26,https://www.vinissimus.com/en/wine/cune-verdejo/
27,https://www.vinissimus.com/en/wine/manzanilla-la-gitana/
28,https://www.vinissimus.com/en/wine/psi/
29,https://www.vinissimus.com/en/wine/marieta/
30,https://www.vinissimus.com/en/wine/izadi-larrosa/
31,https://www.vinissimus.com/en/wine/belondrade-quinta-apolonia/
32,https://www.vinissimus.com/en/wine/tinto-pesquera-crianza/
33,https://www.vinissimus.com/en/wine/marques-de-caceres-blanco/
34,https://www.vinissimus.com/en/wine/vina-alberdi/
35,https://www.vinissimus.com/en/wine/emilio-moro/
36,https://www.vinissimus.com/en/wine/campo-viejo-blanco/
37,https://www.vinissimus.com/en/wine/faustino-v-blanco/
38,https://www.vinissimus.com/en/wine/protos-roble/
39,https://www.vinissimus.com/en/wine/rioja-bordon-blanco/
40,https://www.vinissimus.com/en/wine/marina-alta/
41,https://www.vinissimus.com/en/wine/baron-de-ley-reserva/
42,https://www.vinissimus.com/en/wine/dehesa-la-granja/
43,https://www.vinissimus.com/en/cava/anna-de-codorniu-brut-nature/
44,https://www.vinissimus.com/en/wine/casa-castillo/
45,https://www.vinissimus.com/en/cava/codorniu-brut-nature/
46,https://www.vinissimus.com/en/wine/sio/
47,https://www.vinissimus.com/en/wine/marques-de-caceres-rosado/
48,https://www.vinissimus.com/en/wine/pescador-rose/
49,https://www.vinissimus.com/en/wine/murua-reserva/
50,https://www.vinissimus.com/en/wine/baron-de-ley-blanco-semidulce/
51,https://www.vinissimus.com/en/wine/ribas-negre/
52,https://www.vinissimus.com/en/cava/perelada-blue-festival-brut-reserva/
53,https://www.vinissimus.com/en/wine/antonio-barbadillo-castillo-de-san-diego/
54,https://www.vinissimus.com/en/wine/vins-padro-negre/
55,https://www.vinissimus.com/en/wine/habla-del-silencio/
56,https://www.vinissimus.com/en/wine/txakoli-ameztoi/
57,https://www.vinissimus.com/en/wine/mia-freixenet-blanco/
58,https://www.vinissimus.com/en/wine/maior-de-mendoza-fulget/
59,https://www.vinissimus.com/en/wine/enate-merlot-merlot/
60,https://www.vinissimus.com/en/wine/marques-de-caceres-crianza/
61,https://www.vinissimus.com/en/wine/mas-d-en-canet-blanc/
62,https://www.vinissimus.com/en/wine/la-planta/
63,https://www.vinissimus.com/en/wine/les-cousins-l-inconscient/
64,https://www.vinissimus.com/en/wine/marques-de-murrieta-reserva/
65,https://www.vinissimus.com/en/wine/olivares-dulce-monastrell/
66,https://www.vinissimus.com/en/cava/raventos-i-blanc-de-la-finca/
67,https://www.vinissimus.com/en/wine/adhuc-tempus-roble/
68,https://www.vinissimus.com/en/wine/belondrade-y-lurton/
69,https://www.vinissimus.com/en/wine/sierra-cantabria-garnacha/
70,https://www.vinissimus.com/en/wine/cenit/
71,https://www.vinissimus.com/en/wine/cerro-anon-crianza/
72,https://www.vinissimus.com/en/wine/pontellon/
73,https://www.vinissimus.com/en/wine/habla-la-tierra/
74,https://www.vinissimus.com/en/wine/vinas-del-vero-gewurztraminer/
75,https://www.vinissimus.com/en/wine/atance-tinto/
76,https://www.vinissimus.com/en/wine/viore-blanco/
77,https://www.vinissimus.com/en/wine/abadia-retuerta-seleccion-especial/
78,https://www.vinissimus.com/en/wine/els-pics/
79,https://www.vinissimus.com/en/wine/tarima-mediterraneo/
80,https://www.vinissimus.com/en/wine/marques-de-la-concordia-rioja-santiago-2o-ano/
81,https://www.vinissimus.com/en/wine/bosque-de-matasnos-crianza/
82,https://www.vinissimus.com/en/wine/antonino-izquierdo-vendimia-seleccionada/
83,https://www.vinissimus.com/en/wine/hacienda-solano-seleccion/
84,https://www.vinissimus.com/en/wine/pasanau-finca-la-planeta/
85,https://www.vinissimus.com/en/wine/corimbo/
86,https://www.vinissimus.com/en/wine/cutio-macabeo/
87,https://www.vinissimus.com/en/wine/ribas-blanc/
88,https://www.vinissimus.com/en/wine/arzuaga-crianza/
89,https://www.vinissimus.com/en/wine/gessami/
90,https://www.vinissimus.com/en/wine/vina-tondonia-blanco-reserva/
91,https://www.vinissimus.com/en/wine/campillo-gran-reserva/
92,https://www.vinissimus.com/en/wine/campanas-rose/
93,https://www.vinissimus.com/en/cava/llopart-reserva-brut-nature/
94,https://www.vinissimus.com/en/wine/mia-freixenet-tinto/
95,https://www.vinissimus.com/en/cava/anna-de-codorniu-ice-edition/
96,https://www.vinissimus.com/en/cava/juve-camps-reserva-de-la-familia/
97,https://www.vinissimus.com/en/wine/coto-de-imaz-gran-reserva/
98,https://www.vinissimus.com/en/wine/poesia-blanco/
99,https://www.vinissimus.com/en/wine/bo-bobal-unico/
100,https://www.vinissimus.com/en/wine/hacienda-monasterio/
101,https://www.vinissimus.com/en/wine/baron-de-ley-gran-reserva/
102,https://www.vinissimus.com/en/cava/cava-gran-bach-brut/
103,https://www.vinissimus.com/en/wine/bozeto-de-exopto/
104,https://www.vinissimus.com/en/wine/lan-crianza/
105,https://www.vinissimus.com/en/wine/beronia-blanco/
106,https://www.vinissimus.com/en/wine/vina-zorzal-garnacha/
107,https://www.vinissimus.com/en/wine/dahlia-gris/
108,https://www.vinissimus.com/en/cava/cava-bach-extrisimo-semi-seco/
109,https://www.vinissimus.com/en/cava/cava-bach-rose-brut/
110,https://www.vinissimus.com/en/wine/vina-ijalba-graciano/
111,https://www.vinissimus.com/en/wine/malpaso/
112,https://www.vinissimus.com/en/cava/gramona-imperial-gran-reserva/
113,https://www.vinissimus.com/en/wine/finca-antigua-moscatel/
114,https://www.vinissimus.com/en/wine/22-pies-crianza/
115,https://www.vinissimus.com/en/wine/pazo-senorans-coleccion/
116,https://www.vinissimus.com/en/wine/familia-valdelana-rosado/
117,https://www.vinissimus.com/en/wine/murua-blanco-fermentado-en-barrica/
118,https://www.vinissimus.com/en/wine/pasanau-ceps-nous/
119,https://www.vinissimus.com/en/wine/merluzo-blanco/
120,https://www.vinissimus.com/en/wine/fontedei-prado-negro/
121,https://www.vinissimus.com/en/wine/campo-viejo-crianza/
122,https://www.vinissimus.com/en/wine/hacienda-lopez-de-haro-reserva/
123,https://www.vinissimus.com/en/wine/altos-de-torona-albarino/
124,https://www.vinissimus.com/en/wine/la-celestina/
125,https://www.vinissimus.com/en/wine/le-naturel/
126,https://www.vinissimus.com/en/wine/museum-reserva/
127,https://www.vinissimus.com/en/wine/pago-de-los-capellanes-roble/
128,https://www.vinissimus.com/en/wine/casar-godello-blanco/
129,https://www.vinissimus.com/en/wine/campillo-crianza/
130,https://www.vinissimus.com/en/wine/louro/
131,https://www.vinissimus.com/en/wine/can-rich-tinto-seleccion/
132,https://www.vinissimus.com/en/cava/oriol-rossell-brut-nature-reserva/
133,https://www.vinissimus.com/en/wine/trus-roble/
134,https://www.vinissimus.com/en/wine/mestizaje/
135,https://www.vinissimus.com/en/wine/arzuaga-rosae/
136,https://www.vinissimus.com/en/wine/laus-blanco/
137,https://www.vinissimus.com/en/wine/torralvo/
138,https://www.vinissimus.com/en/wine/planella/
139,https://www.vinissimus.com/en/wine/martinet-bru/
140,https://www.vinissimus.com/en/wine/llagrimes-de-tardor-negre/
141,https://www.vinissimus.com/en/wine/losada/
142,https://www.vinissimus.com/en/wine/martin-codax-albarino/
143,https://www.vinissimus.com/en/wine/marques-de-riscal-reserva/
144,https://www.vinissimus.com/en/wine/clunia-malbec/
145,https://www.vinissimus.com/en/wine/enrique-mendoza-chardonnay-joven/
146,https://www.vinissimus.com/en/wine/la-tarara/
147,https://www.vinissimus.com/en/wine/quintaluna/
148,https://www.vinissimus.com/en/wine/vina-salceda-crianza/
149,https://www.vinissimus.com/en/wine/campillo-rosado/
150,https://www.vinissimus.com/en/wine/fillaboa/
151,https://www.vinissimus.com/en/wine/juan-gil-etiqueta-plata/
152,https://www.vinissimus.com/en/wine/aldea-de-adaras/
153,https://www.vinissimus.com/en/wine/pagos-de-araiz-crianza/
154,https://www.vinissimus.com/en/wine/laus-reserva/
155,https://www.vinissimus.com/en/wine/honoro-vera-garnacha/
156,https://www.vinissimus.com/en/wine/torresilo/
157,https://www.vinissimus.com/en/cava/cava-faustino-brut/
158,https://www.vinissimus.com/en/wine/protos-reserva/
159,https://www.vinissimus.com/en/wine/12-lunas/
160,https://www.vinissimus.com/en/cava/cava-faustino-semi-seco/
161,https://www.vinissimus.com/en/wine/gran-feudo-rosado/
162,https://www.vinissimus.com/en/wine/vina-pomal-rosado/
163,https://www.vinissimus.com/en/wine/tajinaste-blanco-afrutado/
164,https://www.vinissimus.com/en/wine/cultivare-blanco/
165,https://www.vinissimus.com/en/wine/izadi-crianza/
166,https://www.vinissimus.com/en/wine/lan-a-mano/
167,https://www.vinissimus.com/en/wine/rafael-cambra-el-soplo/
168,https://www.vinissimus.com/en/wine/ossian/
169,https://www.vinissimus.com/en/wine/yllera-verdejo-vendimia-nocturna/
170,https://www.vinissimus.com/en/cava/cava-bach-extrisimo-brut-nature/
171,https://www.vinissimus.com/en/wine/poesia-rosado/
172,https://www.vinissimus.com/en/wine/terroir-al-limit-terra-de-cuques/
173,https://www.vinissimus.com/en/wine/4-kilos/
174,https://www.vinissimus.com/en/wine/celese-verdejo/
175,https://www.vinissimus.com/en/wine/finca-la-emperatriz-vinedo-singular/
176,https://www.vinissimus.com/en/wine/mayor-de-ondarre-reserva-especial/
177,https://www.vinissimus.com/en/wine/coma-vella/
178,https://www.vinissimus.com/en/wine/corazon-loco-tinto-joven/
179,https://www.vinissimus.com/en/wine/luis-canas-reserva/
180,https://www.vinissimus.com/en/wine/pazo-senorans-seleccion-de-anada/
181,https://www.vinissimus.com/en/wine/emilio-moro-finca-resalso/
182,https://www.vinissimus.com/en/wine/legaris-verdejo/
183,https://www.vinissimus.com/en/wine/enate-syrah-shiraz/
184,https://www.vinissimus.com/en/wine/protos-27/
185,https://www.vinissimus.com/en/wine/bestue-rosado/
186,https://www.vinissimus.com/en/wine/portia-prima/
187,https://www.vinissimus.com/en/wine/felix-azpilicueta-coleccion-privada-blanco/
188,https://www.vinissimus.com/en/wine/alto-moncayo-veraton/
189,https://www.vinissimus.com/en/wine/gonzalez-byass-nectar-pedro-ximenez/
190,https://www.vinissimus.com/en/wine/camins-del-priorat/
191,https://www.vinissimus.com/en/wine/embruix/
192,https://www.vinissimus.com/en/wine/marbella-blush-rose/
193,https://www.vinissimus.com/en/wine/poesia-tinto-joven/
194,https://www.vinissimus.com/en/cava/aa-mirgin-laieta-gran-reserva/
195,https://www.vinissimus.com/en/wine/gran-colegiata-original/
196,https://www.vinissimus.com/en/wine/descomunal-verdejo/
197,https://www.vinissimus.com/en/cava/segura-viudas-reserva-heredad/
198,https://www.vinissimus.com/en/wine/gonzalez-byass-solera/
199,https://www.vinissimus.com/en/wine/can-sumoi-xarel-lo/
200,https://www.vinissimus.com/en/wine/mas-d-en-compte-negre/
201,https://www.vinissimus.com/en/wine/faustino-v-rosado/
202,https://www.vinissimus.com/en/wine/beberas-de-la-copa-de-tu-hermana/
203,https://www.vinissimus.com/en/wine/cune-imperial-reserva/
204,https://www.vinissimus.com/en/wine/bestue-finca-santa-sabina/
205,https://www.vinissimus.com/en/wine/tragolargo/
206,https://www.vinissimus.com/en/wine/rene-barbier-kraliner-seco/
207,https://www.vinissimus.com/en/wine/flamingo-rose/
208,https://www.vinissimus.com/en/wine/legaris-roble/
209,https://www.vinissimus.com/en/wine/lynus/
210,https://www.vinissimus.com/en/cava/nadal-brut-reserva-original/
211,https://www.vinissimus.com/en/wine/mirlo-blanco/
212,https://www.vinissimus.com/en/wine/quinta-sardonia-sardon/
213,https://www.vinissimus.com/en/wine/bestue-chardonnay/
214,https://www.vinissimus.com/en/wine/cueva-orange/
215,https://www.vinissimus.com/en/wine/vilosell/
216,https://www.vinissimus.com/en/wine/valdesil-godello-sobre-lias/
217,https://www.vinissimus.com/en/wine/patito-feo-treixadura/
218,https://www.vinissimus.com/en/wine/blanc-dels-aspres-crianca/
219,https://www.vinissimus.com/en/wine/a-dos-manos/
220,https://www.vinissimus.com/en/cava/bocchoris-brut-nature/
221,https://www.vinissimus.com/en/wine/senorio-de-ondarre-reserva/
222,https://www.vinissimus.com/en/wine/enate-reserva/
223,https://www.vinissimus.com/en/cava/adernats-gran-reserva-brut/
224,https://www.vinissimus.com/en/wine/leirana-albarino/
225,https://www.vinissimus.com/en/wine/enate-chardonnay-fermentado-en-barrica/
226,https://www.vinissimus.com/en/wine/amaren-tempranillo-reserva/
227,https://www.vinissimus.com/en/wine/convento-oreja-roble/
228,https://www.vinissimus.com/en/wine/cullerot/
229,https://www.vinissimus.com/en/wine/o-luar-do-sil/
230,https://www.vinissimus.com/en/wine/ikigall/
231,https://www.vinissimus.com/en/cava/cusco-berga-brut-nature-reserva-premium/
232,https://www.vinissimus.com/en/wine/el-puntido/
